Parcel ID,Land Use,Property Address,Property City,Zip Code,Sale Price,Legal Reference,Finished Area,Bedrooms,Full Bath,Half Bath
044 11 0 060.00,SINGLE FAMILY,119  ORCHARD DR,OLD HICKORY,37138,127000,20140725-0066293,1671.0,3.0,1.0,0.0
044 11 0 134.00,SINGLE FAMILY,605  LAWRENCE ST,OLD HICKORY,37138,93000,20140723-0065279,1237.0,3.0,1.0,0.0
044 11 0 161.00,SINGLE FAMILY,506  JONES ST,OLD HICKORY,37138,114000,20140815-0074205,948.0,2.0,1.0,0.0
044 11 0 188.00,SINGLE FAMILY,401  JONES ST,OLD HICKORY,37138,350000,20140725-0066192,3778.10999,4.0,3.0,1.0
044 11 0A 304.00,RESIDENTIAL CONDO,511  JONES PT,OLD HICKORY,37138,52000,20140728-0066937,,,,
044 15 0 176.00,SINGLE FAMILY,903  CLEVES ST,OLD HICKORY,37138,111500,20140721-0064510,1050.0,3.0,1.0,1.0
044 15 0 177.00,SINGLE FAMILY,901  CLEVES ST,OLD HICKORY,37138,131000,20140718-0063798,1320.0,3.0,1.0,1.0
044 15 0 332.00,SINGLE FAMILY,1005  JONES ST,OLD HICKORY,37138,163000,20140718-0063776,1050.0,3.0,1.0,0.0
044 15 0 358.00,SINGLE FAMILY,1001  BIRDSALL ST,OLD HICKORY,37138,240000,20140717-0063365,2100.71997,3.0,3.0,
053 02 0 042.00,SINGLE FAMILY,1306  BRYAN ST,OLD HICKORY,37138,75000,20140730-0067762,929.0,3.0,2.0,0.0
053 03 0 257.00,SINGLE FAMILY,1401  BIRDSALL ST,OLD HICKORY,37138,250000,20140725-0066194,1560.0,4.0,2.0,1.0
053 04 0 006.00,SINGLE FAMILY,1601  RIVERSIDE RD,OLD HICKORY,37138,314900,20140716-0062807,1686.0,3.0,1.0,1.0
053 06 0A 109.00,SINGLE FAMILY,1912  WATERFORD DR,OLD HICKORY,37138,148500,20140717-0063229,,,,
053 08 0A 011.00,RESIDENTIAL CONDO,2123  LAKESHORE DR,OLD HICKORY,37138,184000,20140728-0066671,,,,
053 11 0 043.00,SINGLE FAMILY,111  PARK CIR,OLD HICKORY,37138,160000,20140715-0062546,1750.0,2.0,1.0,0.0
053 12 0 043.00,DUPLEX,159  PARK CIR,OLD HICKORY,37138,90625,20140728-0067007,1700.0,4.0,2.0,0.0
053 12 0 135.00,SINGLE FAMILY,205  30TH ST,OLD HICKORY,37138,22000,20140707-0059723,1008.0,2.0,1.0,1.0
053 15 0 023.00,SINGLE FAMILY,109  TERESA DR,OLD HICKORY,37138,143500,20140724-0065911,1233.0,3.0,1.0,1.0
053 16 0 086.00,SINGLE FAMILY,105  RIFLE RANGE RD,OLD HICKORY,37138,160000,20140725-0066189,1500.0,3.0,1.0,0.0
053 16 0 238.00,SINGLE FAMILY,709  STONE HEDGE DR,OLD HICKORY,37138,136500,20140711-0061440,1250.0,3.0,2.0,0.0
054 09 0 033.00,SINGLE FAMILY,3218  LAKESHORE DR,OLD HICKORY,37138,210000,20140730-0067800,1247.0,2.0,1.0,0.0
054 13 0 056.00,SINGLE FAMILY,108  ROLLING MILL RD,OLD HICKORY,37138,299000,20140805-0070125,2221.0,4.0,2.0,0.0
054 14 0 040.00,SINGLE FAMILY,214  RISING SUN LN,OLD HICKORY,37138,260000,20140715-0062190,2615.0,3.0,2.0,0.0
054 14 0A 006.00,VACANT RESIDENTIAL LAND,21  HARBOR COVE DR,OLD HICKORY,37138,333600,20140708-0060142,,,,
063 04 0A 043.00,VACANT RESIDENTIAL LAND,1604  STOKLEY LN,OLD HICKORY,37138,75000,20140728-0066586,,,,
063 16 0B 179.00,SINGLE FAMILY,1117  DAWNWOOD DR,OLD HICKORY,37138,125000,20140716-0062870,,,,
063 16 0C 008.00,RESIDENTIAL CONDO,5015  SOUTHFORK BLVD,OLD HICKORY,37138,162000,20140801-0068961,,,,
064 03 0B 046.00,SINGLE FAMILY,528  ROBARDS CIR,OLD HICKORY,37138,429000,20140722-0065075,,,,
064 08 0A 028.00,SINGLE FAMILY,1308  AUTUMN SPRINGS LN,OLD HICKORY,37138,225000,20140805-0070120,,,,
064 13 0A 018.00,SINGLE FAMILY,613  HARDIN SHIRE DR,OLD HICKORY,37138,141500,20140805-0069988,,,,
043 04 0 003.00,SINGLE FAMILY,605  KEETON AVE,OLD HICKORY,37138,100000,20140818-0074433,1751.0,3.0,3.0,0.0
044 05 0 013.00,SINGLE FAMILY,121  SCENIC VIEW RD,OLD HICKORY,37138,103500,20140910-0082829,925.0,2.0,1.0,0.0
044 05 0 038.00,SINGLE FAMILY,332  KEETON AVE,OLD HICKORY,37138,86000,20140903-0080485,874.0,3.0,1.0,0.0
044 11 0 093.00,SINGLE FAMILY,503  HADLEY AVE,OLD HICKORY,37138,86500,20140818-0074449,880.0,2.0,1.0,0.0
044 11 0 144.00,SINGLE FAMILY,407  CLEVES ST,OLD HICKORY,37138,115800,20140822-0076678,1946.0,3.0,1.0,1.0
044 11 0 165.00,SINGLE FAMILY,607  CLEVES ST,OLD HICKORY,37138,115000,20140828-0078750,978.0,3.0,2.0,
044 14 0 039.00,SINGLE FAMILY,270  MARTINGALE DR,OLD HICKORY,37138,110000,20140903-0080354,1152.0,2.0,1.0,0.0
044 15 0 064.00,SINGLE FAMILY,706  JONES ST,OLD HICKORY,37138,55000,20140801-0068974,1080.0,3.0,1.0,0.0
044 15 0 173.00,SINGLE FAMILY,909  CLEVES ST,OLD HICKORY,37138,166000,20140815-0074088,1050.0,3.0,1.0,1.0
044 15 0 418.00,VACANT RESIDENTIAL LAND,913  RIVERSIDE RD,OLD HICKORY,37138,125000,20140818-0074430,,,,
044 15 0B 001.00,RESIDENTIAL CONDO,901  DEBOW ST,OLD HICKORY,37138,113900,20140822-0076751,,,,
053 03 0 073.00,SINGLE FAMILY,1208  OVERTON ST,OLD HICKORY,37138,185000,20140902-0079777,1398.0,3.0,1.0,1.0
053 03 0 171.00,SINGLE FAMILY,1313  HADLEY AVE,OLD HICKORY,37138,221500,20140903-0080553,2440.0,4.0,2.0,0.0
053 06 0A 017.00,SINGLE FAMILY,1959  WATERFORD DR,OLD HICKORY,37138,155000,20140829-0079134,,,,
053 06 0A 096.00,SINGLE FAMILY,2128  RIVERWAY DR,OLD HICKORY,37138,132000,20140812-0072486,,,,
053 06 0B 005.00,SINGLE FAMILY,2237  RIVERWAY DR,OLD HICKORY,37138,125000,20140822-0076862,,,,
053 11 0 039.00,VACANT RESIDENTIAL LAND,107  HAMBLEN AVE,OLD HICKORY,37138,11500,20140811-0071917,1260.0,3.0,1.0,1.0
053 12 0 148.00,SINGLE FAMILY,207  32ND ST,OLD HICKORY,37138,60000,20140808-0071470,1040.0,2.0,1.0,0.0
053 12 0 273.00,VACANT RESIDENTIAL LAND,800  CERRITO LNDG,OLD HICKORY,37138,422900,20140822-0076818,4721.0,4.0,4.0,0.0
053 12 0 274.00,VACANT RESIDENTIAL LAND,804  CERRITO LNDG,OLD HICKORY,37138,422900,20140822-0076818,,,0.0,0.0
053 16 0 239.00,SINGLE FAMILY,713  STONE HEDGE DR,OLD HICKORY,37138,137500,20140902-0079514,1232.0,3.0,2.0,0.0
053 16 0 242.00,SINGLE FAMILY,708  STONE HEDGE DR,OLD HICKORY,37138,139900,20140828-0078877,1308.0,3.0,2.0,0.0
054 09 0A 012.00,SINGLE FAMILY,3025  LAKESHORE DR,OLD HICKORY,37138,625000,20140815-0074045,,,,
063 12 0 001.00,VACANT RESIDENTIAL LAND,0  HADLEYS BEND BLVD,OLD HICKORY,37138,45000,20140827-0078260,,,,
063 12 0 006.00,VACANT RESIDENTIAL LAND,0  SOUTH ST,OLD HICKORY,37138,45000,20140827-0078260,,,,
063 12 0 008.00,VACANT RESIDENTIAL LAND,0  SOUTH ST,OLD HICKORY,37138,45000,20140827-0078260,,,,
063 12 0 011.00,VACANT RESIDENTIAL LAND,0  MAIN ST,OLD HICKORY,37138,45000,20140827-0078260,,,,
063 12 0 062.00,VACANT RESIDENTIAL LAND,HADLEYS BEND BLVD,OLD HICKORY,37138,45000,20140827-0078260,,,0.0,0.0
063 16 0A 086.00,SINGLE FAMILY,684  GRANWOOD BLVD,OLD HICKORY,37138,153500,20140811-0071918,,,,
064 01 0 126.00,SINGLE FAMILY,1449  STATION FOUR LN,OLD HICKORY,37138,340000,20140910-0082700,3183.0,3.0,2.0,1.0
064 02 0 061.00,SINGLE FAMILY,200  RISING SUN LN,OLD HICKORY,37138,345000,20140807-0071344,4077.0,5.0,4.0,0.0
064 08 0 072.00,ZERO LOT LINE,4602  WOODSIDE DR,OLD HICKORY,37138,80000,21040903-0080324,925.0,2.0,1.0,0.0
064 08 0A 037.00,SINGLE FAMILY,1200  MISTY GLEN CT,OLD HICKORY,37138,235000,20140911-0083313,,,,
064 08 0A 076.00,SINGLE FAMILY,1517  PLEASANT HOLLOW LN,OLD HICKORY,37138,252000,20140808-0071688,,,,
064 09 0 169.00,SINGLE FAMILY,404  BRANNON HILL CT,OLD HICKORY,37138,159900,20140826-0077604,1932.0,3.0,3.0,0.0
064 09 0A 015.00,RESIDENTIAL CONDO,4566  S TRACE BLVD,OLD HICKORY,37138,107500,20140902-0079599,,,,
064 12 0 020.00,SINGLE FAMILY,4816  CASCADE DR,OLD HICKORY,37138,150000,20140811-0072321,1447.0,3.0,2.0,0.0
064 13 0A 036.00,SINGLE FAMILY,708  JAYME RHAE LN,OLD HICKORY,37138,133000,20140826-0077646,,,,
064 13 0B 117.00,SINGLE FAMILY,4607  CONWAY CT,OLD HICKORY,37138,127500,20140828-0078708,,,,
064 15 0A 025.00,SINGLE FAMILY,616  SWEETWATER CIR,OLD HICKORY,37138,149900,20140819-0075201,,,,
065 05 0 058.00,DUPLEX,4336  SAUNDERSVILLE RD,OLD HICKORY,37138,144900,20140819-0075341,1576.0,4.0,2.0,0.0
044 05 0 002.00,SINGLE FAMILY,126  SCENIC VIEW RD,OLD HICKORY,37138,104900,20140916-0084953,814.0,3.0,1.0,0.0
044 09 0 041.00,SINGLE FAMILY,809  BETTIE DR,OLD HICKORY,37138,119900,20141001-0090787,1000.0,3.0,1.0,0.0
044 11 0 041.00,SINGLE FAMILY,65  JONES CIR,OLD HICKORY,37138,135000,20140917-0085394,1424.0,2.0,1.0,0.0
044 11 0 150.00,SINGLE FAMILY,404  JONES ST,OLD HICKORY,37138,124500,20141002-0091050,911.0,3.0,1.0,0.0
044 14 0 017.00,SINGLE FAMILY,233  MARTINGALE DR,OLD HICKORY,37138,122000,20140923-0087188,1237.5,2.0,1.0,0.0
044 15 0 154.00,SINGLE FAMILY,811  LAWRENCE ST,OLD HICKORY,37138,190000,20140922-0086620,1810.0,4.0,2.0,0.0
044 15 0 191.00,SINGLE FAMILY,902  JONES ST,OLD HICKORY,37138,129100,20141001-0090522,1668.0,4.0,2.0,0.0
053 02 0 007.00,SINGLE FAMILY,1300  FOWLER ST,OLD HICKORY,37138,90000,20140930-0089985,1204.0,3.0,1.0,0.0
053 02 0 059.00,SINGLE FAMILY,112  NEWPORT DR,OLD HICKORY,37138,128999,20141001-0090711,1599.0,2.0,1.0,0.0
053 02 0 077.00,VACANT RESIDENTIAL LAND,1304  CUNNINGHAM ST,OLD HICKORY,37138,5000,20140930-0089986,,,,
053 03 0 034.00,SINGLE FAMILY,1210  DODSON ST,OLD HICKORY,37138,107000,20140916-0084797,884.0,2.0,1.0,0.0
053 07 0 005.00,SINGLE FAMILY,1712  OVERTON ST,OLD HICKORY,37138,148900,20141001-0090811,1476.0,3.0,1.0,0.0
053 08 0A 005.00,RESIDENTIAL CONDO,2119  LAKESHORE DR,OLD HICKORY,37138,216000,20141002-0091253,,,,
053 11 0 006.00,SINGLE FAMILY,312  HURST DR,OLD HICKORY,37138,145000,20140915-0084272,1485.0,3.0,1.0,1.0
053 16 0 145.00,SINGLE FAMILY,306  PITTS AVE,OLD HICKORY,37138,98700,20140929-0089461,780.0,2.0,1.0,0.0
053 16 0 256.00,SINGLE FAMILY,828  STONE HEDGE CT,OLD HICKORY,37138,137000,20140912-0083900,1232.0,3.0,2.0,0.0
064 01 0 111.00,SINGLE FAMILY,1457  STATION FOUR LN,OLD HICKORY,37138,375000,20141001-0090585,3116.0,3.0,2.0,1.0
064 05 0 034.00,VACANT RESIDENTIAL LAND,615  MAIN ST,OLD HICKORY,37138,5000,20140918-0085818,,,,
064 05 0 084.00,SINGLE FAMILY,1153  CLEVELAND HALL BLVD,OLD HICKORY,37138,354000,20141023-0097868,3345.52,4.0,4.0,1.0
064 08 0A 015.00,SINGLE FAMILY,1401  AUTUMN SPRINGS CT,OLD HICKORY,37138,245000,20140917-0085161,,,,
064 08 0A 114.00,SINGLE FAMILY,4838  RAINER DR,OLD HICKORY,37138,247000,20140923-0087202,,,,
064 09 0 121.00,RESIDENTIAL COMBO/MISC,4250  OLD HICKORY BLVD,OLD HICKORY,37138,125000,20140908-0082033,,,,
064 13 0 001.00,SINGLE FAMILY,4252  OLD HICKORY BLVD,OLD HICKORY,37138,125000,20140908-0082033,1472.0,2.0,1.0,0.0
064 13 0B 062.00,RESIDENTIAL CONDO,404  LAUREL HILL DR,OLD HICKORY,37138,95600,20140930-0089931,,,,
065 05 0 036.00,SINGLE FAMILY,4809  SMOKEY DR,OLD HICKORY,37138,163900,20140924-0087770,1745.0,3.0,2.0,0.0
065 09 0 017.00,SINGLE FAMILY,105  BIG HORN CT,OLD HICKORY,37138,160000,20141002-0090929,1795.5,2.0,2.0,0.0
065 09 0 043.00,SINGLE FAMILY,4852  EVEREST DR,OLD HICKORY,37138,128500,20140929-0089091,1386.0,3.0,1.0,1.0
065 13 0 090.00,SINGLE FAMILY,4921  KILIMANJARO DR,OLD HICKORY,37138,89000,20140930-0089976,1188.0,3.0,1.0,1.0
043 04 0A 021.00,VACANT RESIDENTIAL LAND,735  RIVER LANDING WAY,OLD HICKORY,37138,56000,20141002-0091036,,,,
043 04 0A 027.00,VACANT RESIDENTIAL LAND,736  RIVER LANDING WAY,OLD HICKORY,37138,56000,20141002-0091036,,,,
043 04 0A 044.00,SINGLE FAMILY,720  RIVER LANDING WAY,OLD HICKORY,37138,241000,20141007-0092799,,,,
044 05 0 078.00,SINGLE FAMILY,337  RAYON DR,OLD HICKORY,37138,114900,20141031-0100634,1149.0,3.0,2.0,0.0
044 11 0 061.00,SINGLE FAMILY,120  BUFFALO ST,OLD HICKORY,37138,100000,20141017-0096076,875.0,3.0,1.0,0.0
044 11 0 153.00,SINGLE FAMILY,509  CLEVES ST,OLD HICKORY,37138,119000,20141029-0099777,916.0,3.0,1.0,0.0
044 14 0 009.00,SINGLE FAMILY,225  MARTINGALE DR,OLD HICKORY,37138,112500,20141022-0097578,768.0,2.0,1.0,0.0
044 14 0 075.00,SINGLE FAMILY,1309  DONELSON AVE,OLD HICKORY,37138,160000,20141112-0104071,1846.67004,3.0,2.0,0.0
044 15 0 176.00,SINGLE FAMILY,903  CLEVES ST,OLD HICKORY,37138,166500,20141017-0095948,1050.0,3.0,1.0,1.0
044 15 0 390.00,SINGLE FAMILY,1106  BIRDSALL ST,OLD HICKORY,37138,168500,20141106-0102490,1578.0,3.0,1.0,1.0
053 03 0 167.00,SINGLE FAMILY,1412  HADLEY AVE,OLD HICKORY,37138,132700,20141030-0100263,1538.0,3.0,2.0,0.0
053 03 0 344.00,SINGLE FAMILY,1413  HADLEY AVE,OLD HICKORY,37138,175000,20141009-0093688,2192.0,3.0,2.0,0.0
053 06 0B 094.00,SINGLE FAMILY,2313  RIVERWAY DR,OLD HICKORY,37138,118000,20141014-0094764,,,,
053 11 0 033.00,SINGLE FAMILY,107  PARK CIR,OLD HICKORY,37138,116000,20141105-0102336,900.0,3.0,1.0,0.0
053 12 0 135.00,SINGLE FAMILY,205  30TH ST,OLD HICKORY,37138,28000,20141103-0101291,1008.0,2.0,1.0,1.0
053 12 0 185.00,SINGLE FAMILY,3008  LAKESHORE DR,OLD HICKORY,37138,230000,20141017-0096109,1581.0,3.0,2.0,0.0
054 13 0B 001.00,SINGLE FAMILY,801  AZURA LNDG,OLD HICKORY,37138,100000,20141014-0094746,,,,
063 04 0 050.00,SINGLE FAMILY,117  MT VERNON DR,OLD HICKORY,37138,160000,20141020-0096738,2929.0,5.0,3.0,0.0
063 04 0 060.00,SINGLE FAMILY,101  KAREN WAYNE DR,OLD HICKORY,37138,230000,20141107-0103150,2474.0,3.0,2.0,0.0
063 04 0A 026.00,SINGLE FAMILY,1168  CLEVELAND HALL BLVD,OLD HICKORY,37138,399000,20141107-0103006,,,,
063 08 0 224.00,SINGLE FAMILY,1629  STOKLEY LN,OLD HICKORY,37138,369000,20141117-0105856,3561.12494,4.0,3.0,0.0
063 16 0B 146.00,SINGLE FAMILY,1417  AARONWOOD DR,OLD HICKORY,37138,219900,20141007-0092789,,,,
064 01 0 122.00,SINGLE FAMILY,1433  STATION FOUR LN,OLD HICKORY,37138,365000,20141030-0100172,3480.04498,4.0,3.0,1.0
064 02 0 008.00,SINGLE FAMILY,216  BARLEY MILL RD,OLD HICKORY,37138,216000,20141029-0099671,2100.0,3.0,2.0,1.0
064 02 0 030.00,SINGLE FAMILY,213  MONTCHANIN RD,OLD HICKORY,37138,296000,20141021-0096806,3208.0,3.0,2.0,1.0
064 03 0B 063.00,SINGLE FAMILY,1009  WILLIAMS WAY,OLD HICKORY,37138,649900,20141003-0091659,,,,
064 04 0 058.00,ZERO LOT LINE,4614  WOODVIEW CIR,OLD HICKORY,37138,68000,20141021-0097178,925.0,1.0,1.0,0.0
064 04 0 059.00,ZERO LOT LINE,4618  WOODVIEW CIR,OLD HICKORY,37138,75000,20141112-0104303,925.0,1.0,1.0,0.0
064 13 0B 078.00,RESIDENTIAL CONDO,706  LAUREL HILL DR,OLD HICKORY,37138,84000,20141007-0092712,,,,
065 05 0 022.00,SINGLE FAMILY,4885  SHASTA DR,OLD HICKORY,37138,165950,20141015-0095133,2109.0,3.0,2.0,0.0
065 09 0 060.00,SINGLE FAMILY,4833  WHITTIER DR,OLD HICKORY,37138,134000,20141031-0100424,1375.0,3.0,1.0,1.0
065 13 0 066.00,SINGLE FAMILY,4864  SHSHONE DR,OLD HICKORY,37138,92000,20141016-0095548,1707.57001,3.0,1.0,0.0
076 01 0 039.00,DUPLEX,664  REHNEA DR,OLD HICKORY,37138,94000,20141104-0101982,1903.0,4.0,2.0,2.0
044 01 0 020.00,SINGLE FAMILY,344  KEETON AVE,OLD HICKORY,37138,93000,20141120-0106810,851.0,3.0,1.0,0.0
044 14 0 024.00,SINGLE FAMILY,285  MARTINGALE DR,OLD HICKORY,37138,82000,20141119-0106546,1604.0,3.0,2.0,0.0
044 14 0 036.00,SINGLE FAMILY,273  MARTINGALE DR,OLD HICKORY,37138,145000,20141201-0109766,1328.0,3.0,1.0,
044 15 0 295.00,SINGLE FAMILY,1009  DEBOW ST,OLD HICKORY,37138,70000,20141223-0117135,851.0,3.0,1.0,0.0
053 02 0 068.00,SINGLE FAMILY,109  NEWPORT DR,OLD HICKORY,37138,125000,20141201-0109764,1376.0,2.0,1.0,0.0
053 11 0 236.00,SINGLE FAMILY,106  MEADOW ST,OLD HICKORY,37138,124900,20141202-0110268,1044.0,3.0,2.0,0.0
053 16 0 253.00,SINGLE FAMILY,840  STONE HEDGE CT,OLD HICKORY,37138,139500,20141201-0109470,1275.0,3.0,2.0,0.0
053 16 0 268.00,SINGLE FAMILY,744  STONE HEDGE DR,OLD HICKORY,37138,138000,20141110-0103456,1204.0,3.0,2.0,0.0
054 13 0B 002.00,VACANT RESIDENTIAL LAND,805  AZURA LNDG,OLD HICKORY,37138,400000,20141203-0110805,,,,
054 14 0 047.00,SINGLE FAMILY,115  KENNETT RD,OLD HICKORY,37138,600000,20141110-0103395,3655.0,4.0,3.0,0.0
063 04 0A 053.00,VACANT RESIDENTIAL LAND,1573  STOKLEY LN,OLD HICKORY,37138,70000,20141113-0104713,,,,
064 03 0A 087.00,SINGLE FAMILY,1909  MYLEEN PL,OLD HICKORY,37138,325000,20141201-0109642,,,,
064 08 0A 108.00,SINGLE FAMILY,4814  RAINER DR,OLD HICKORY,37138,264500,20141124-0107811,,,,
065 13 0 089.00,SINGLE FAMILY,4917  KILIMANJARO DR,OLD HICKORY,37138,159000,20141110-0103622,1476.0,2.0,2.0,0.0
076 05 0A 004.00,SINGLE FAMILY,3000  DARRINGTON WAY,OLD HICKORY,37138,209000,20150108-0002057,,,,
044 07 0A 006.00,VACANT RESIDENTIAL LAND,18  ROEHRIG CT,OLD HICKORY,37138,172000,20150106-0001372,,,,
044 11 0 145.00,SINGLE FAMILY,405  CLEVES ST,OLD HICKORY,37138,85000,20141210-0113042,941.0,3.0,1.0,1.0
044 14 0 013.00,SINGLE FAMILY,229  MARTINGALE DR,OLD HICKORY,37138,35000,20141223-0117549,792.0,2.0,1.0,0.0
044 14 0 124.00,SINGLE FAMILY,1312  NINTH ST,OLD HICKORY,37138,116250,20150114-0004095,934.0,2.0,1.0,0.0
044 15 0 007.00,VACANT RESIDENTIAL LAND,808  BRYAN ST,OLD HICKORY,37138,14000,20141204-0111183,1280.0,2.0,2.0,1.0
044 15 0 064.00,SINGLE FAMILY,706  JONES ST,OLD HICKORY,37138,147000,20141223-0117415,1080.0,3.0,1.0,0.0
053 03 0A 002.00,SINGLE FAMILY,1702  OVERTON ST,OLD HICKORY,37138,179900,20150105-0000636,,,,
053 06 0 004.00,SINGLE FAMILY,211  RYBURN DR,OLD HICKORY,37138,175000,20141204-0111247,2352.00006,3.0,2.0,0.0
053 06 0B 136.00,SINGLE FAMILY,1840  MERRITT ST,OLD HICKORY,37138,151900,20141211-0113461,,,,
053 12 0 101.00,SINGLE FAMILY,2806  ELLIOTT DR,OLD HICKORY,37138,105500,20150105-0000818,1080.0,3.0,1.0,0.0
053 15 0 029.00,SINGLE FAMILY,681  KINGS WAY DR,OLD HICKORY,37138,178500,20141219-0116395,1834.0,3.0,3.0,0.0
053 16 0 134.00,SINGLE FAMILY,102  CASSIE BELL DR,OLD HICKORY,37138,133000,20150102-0000121,1185.0,3.0,2.0,0.0
053 16 0 161.00,SINGLE FAMILY,223  PITTS AVE,OLD HICKORY,37138,115000,20141205-0111497,1219.0,3.0,2.0,0.0
053 16 0 201.00,SINGLE FAMILY,320  PITTS AVE,OLD HICKORY,37138,136199,20150107-0001770,1090.0,3.0,1.0,1.0
054 13 0 031.00,SINGLE FAMILY,3227  LAKESHORE DR,OLD HICKORY,37138,288500,20141210-0113030,2805.91998,3.0,3.0,0.0
063 04 0A 014.00,SINGLE FAMILY,1532  STOKLEY LN,OLD HICKORY,37138,385500,20141219-0116527,,,,
063 16 0A 074.00,SINGLE FAMILY,1701  AARONWOOD DR,OLD HICKORY,37138,194000,20141210-0113002,,,,
063 16 0B 176.00,SINGLE FAMILY,1129  DAWNWOOD DR,OLD HICKORY,37138,176500,20141216-0115054,,,,
063 16 0B 214.00,SINGLE FAMILY,1436  AARONWOOD DR,OLD HICKORY,37138,200000,20150105-0000791,,,,
064 03 0B 058.00,SINGLE FAMILY,533  ROBARDS CIR,OLD HICKORY,37138,635000,20141204-0111249,,,,
064 04 0 098.00,ZERO LOT LINE,219  LAKE CV,OLD HICKORY,37138,79000,20141216-0114936,902.0,2.0,1.0,0.0
064 04 0 108.00,ZERO LOT LINE,4663  WOODVIEW CIR,OLD HICKORY,37138,75000,20141231-0119035,925.0,1.0,1.0,0.0
064 05 0 023.00,VACANT RESIDENTIAL LAND,4031  MAIN ST,OLD HICKORY,37138,12500,20141226-0117913,,,,
064 05 0 024.00,VACANT RESIDENTIAL LAND,4033  MAIN ST,OLD HICKORY,37138,12500,20141226-0117913,,,,
064 05 0 031.00,VACANT RESIDENTIAL LAND,500  BOND ST,OLD HICKORY,37138,39000,20141229-0118350,1785.0,3.0,2.0,0.0
064 08 0A 085.00,SINGLE FAMILY,2121  REMINGTON PARK RD,OLD HICKORY,37138,208000,20141204-0110988,,,,
064 15 0A 053.00,SINGLE FAMILY,785  SWEETWATER CIR,OLD HICKORY,37138,169900,20141218-0115766,,,,
065 05 0 040.00,SINGLE FAMILY,4825  SMOKEY DR,OLD HICKORY,37138,133200,20150108-0002178,1228.0,3.0,2.0,0.0
065 09 0 106.00,SINGLE FAMILY,4840  SHASTA DR,OLD HICKORY,37138,130500,20141209-0112637,1200.0,3.0,2.0,0.0
075 00 0 023.00,SINGLE FAMILY,4239  HERMITAGE RD,OLD HICKORY,37138,225000,20150105-0000721,2562.0,3.0,2.0,0.0
043 04 0 038.00,SINGLE FAMILY,403  KEETON AVE,OLD HICKORY,37138,112000,20150112-0003193,1233.0,3.0,1.0,0.0
044 01 0 023.00,SINGLE FAMILY,137  SCENIC VIEW RD,OLD HICKORY,37138,50000,20150115-0004465,1069.0,3.0,1.0,0.0
044 14 0 105.00,SINGLE FAMILY,916  LIVINGSTON ST,OLD HICKORY,37138,112500,20150203-0009868,875.0,3.0,1.0,
044 14 0 110.00,SINGLE FAMILY,812  LIVINGSTON ST,OLD HICKORY,37138,125000,20150203-0009782,1144.0,3.0,2.0,
053 02 0 005.00,SINGLE FAMILY,1204  FOWLER ST,OLD HICKORY,37138,70983,20150115-0004466,1016.0,2.0,1.0,0.0
053 03 0 057.00,SINGLE FAMILY,1207  CLARKE ST,OLD HICKORY,37138,164000,20150105-0001016,1512.0,3.0,1.0,1.0
053 16 0 255.00,SINGLE FAMILY,832  STONE HEDGE CT,OLD HICKORY,37138,136900,20150123-0006759,1308.0,3.0,2.0,0.0
063 16 0A 045.00,SINGLE FAMILY,660  GRANWOOD BLVD,OLD HICKORY,37138,165000,20150112-0002863,,,,
063 16 0A 046.00,SINGLE FAMILY,664  GRANWOOD BLVD,OLD HICKORY,37138,122000,20150109-0002479,,,,
063 16 0B 014.00,SINGLE FAMILY,1608  AARONWOOD DR,OLD HICKORY,37138,148000,20150114-0003852,,,,
063 16 0C 059.00,RESIDENTIAL CONDO,5200  SOUTHFORK BLVD,OLD HICKORY,37138,152000,20150109-0002370,,,,
064 03 0A 062.00,SINGLE FAMILY,1712  GRANDY PL,OLD HICKORY,37138,320000,20150202-0009327,,,,
064 03 0C 033.00,SINGLE FAMILY,1116  SAFETY HARBOR CV,OLD HICKORY,37138,920000,20150211-0012683,,,,
064 08 0A 094.00,SINGLE FAMILY,1837  WOODLAND FARMS CT,OLD HICKORY,37138,256000,20150203-0009965,,,,
064 09 0A 037.00,RESIDENTIAL CONDO,4414  S TRACE BLVD,OLD HICKORY,37138,112500,20150107-0001604,,,,
064 13 0B 079.00,RESIDENTIAL CONDO,705  LAUREL HILL DR,OLD HICKORY,37138,99500,20150106-0001250,,,,
064 13 0B 125.00,SINGLE FAMILY,4612  CONWAY CT,OLD HICKORY,37138,129612,20150123-0006667,,,,
064 15 0A 064.00,SINGLE FAMILY,4108  MEADOWGREEN DR,OLD HICKORY,37138,169000,20150109-0002540,,,,
065 09 0 083.00,SINGLE FAMILY,4872  WHITTIER DR,OLD HICKORY,37138,84000,20150203-0009922,1849.75,3.0,2.0,1.0
043 04 0 004.00,SINGLE FAMILY,117  WARREN DR,OLD HICKORY,37138,119900,20150220-0014899,1150.0,2.0,1.0,0.0
043 04 0A 028.00,VACANT RESIDENTIAL LAND,732  RIVER LANDING WAY,OLD HICKORY,37138,58000,20150206-0011246,,,,
043 04 0A 029.00,VACANT RESIDENTIAL LAND,728  RIVER LANDING WAY,OLD HICKORY,37138,58000,20150206-0011246,,,,
044 11 0 052.00,SINGLE FAMILY,401  HADLEY AVE,OLD HICKORY,37138,50000,20150218-0014042,924.0,3.0,1.0,0.0
044 11 0 077.00,SINGLE FAMILY,111  WILMINGTON ST,OLD HICKORY,37138,144000,20150219-0014400,1261.0,3.0,2.0,
